Unnamed: 0,Dominant_Topic,Perc_Contribution,Topic_Keywords,tweet_tokenizado,url,tweet,dia,mes,año,latitud,longitud,alcaldia,termino
14359,1,0.6076,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vacuna', 'astrazeneca', 'molestia', 'secundario', 'pasar']",https://twitter.com/Clausenrzs/status/1414283326349889542,Vacunate #AstraZeneca las molestias secundarias pasarán https://t.co/urCUI2V19Q,11,7,2021,19.3717897,-99.1579191,Benito Juárez,#AstraZeneca
14360,1,0.5555,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['astrazeneca', 'susto', 'curado', 'maracuya', 'barbacoa']",https://twitter.com/ANYHDZJMZ/status/1414263181539676165,#AstraZeneca  y para el susto curado de maracuya y barbacoa https://t.co/R06XFkF5B9,11,7,2021,19.3717897,-99.1579191,Benito Juárez,#AstraZeneca
14361,1,0.4718,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['raro', 'efecto', 'secundario', 'astrazeneca', 'comida', 'cenizo', 'luz', 'sol', 'quema', 'escuchar', 'sangre', 'circular', 'cuerpo', 'persona']",https://twitter.com/avillalpandoa/status/1414218745673764866,"Están bien raros los efectos secundarios de la #AstraZeneca .

La comida me sabe a ceniza, la luz del Sol me quema y puedo escuchar la sangre circulando en el cuerpo de las personas......",11,7,2021,19.3894713,-99.1957079,Álvaro Obregón,#AstraZeneca
14362,1,0.4222,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['efecto', 'astrazeneca', 'dolor', 'irreal', 'serio']",https://twitter.com/hadassa72/status/1414170985444618244,Así los efectos de #AstraZeneca  dolor irreal en serio. https://t.co/h4GvbUyqwa,11,7,2021,19.3717897,-99.1579191,Benito Juárez,#AstraZeneca
14364,1,0.7037,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['sentir', 'vacuna', 'vacuna', 'astrazeneca']",https://twitter.com/arqvallejo/status/1413988098904662016,Ahora si ya se lo que se siente 🥴😵‍💫 #VacunaCOVID19 #Vacunacion #AstraZeneca https://t.co/oqm5xw5GjC,10,7,2021,19.3717897,-99.1579191,Benito Juárez,#AstraZeneca
14365,1,0.5278,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['suponer', 'efecto', 'colateral', 'astrazeneca']",https://twitter.com/allier77/status/1413977602147168257,Supongo es un efecto colateral de la #AstraZeneca 😥😥😥 https://t.co/u6HqzCzIRX,10,7,2021,19.3717897,-99.1579191,Benito Juárez,#AstraZeneca
14370,1,0.4354,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vacuna', 'sintoma', 'erudita', 'leve', 'cubas', 'bacara', 'empuje', 'vacuna', 'astrazeneca', 'defendi']",https://twitter.com/actitudwarrior/status/1413566178551795716,"Ya me vacunaron y hasta ahora solo tengo síntomas de una crudita leve, pero eso es por las cubas de Bacardí que me empujé ayer.
Vacuna de #AstraZeneca , siempre te defendí. ♥️",9,7,2021,19.33236919,-99.19114635,Coyoacán,#AstraZeneca
14371,1,0.4222,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['che', 'temperatura', 'venir', 'duran', 'reaccion', 'vacuna', 'astrazeneca']",https://twitter.com/SCCOQUINHO/status/1412917776822452224,Che temperatura 🤒 va y viene :( cuanto duran estas reacciones de la #VacunaCOVID19 #AstraZeneca,7,7,2021,19.3717897,-99.1579191,Benito Juárez,#AstraZeneca
14374,1,0.4563,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['fiebre', 'alucinar', 'conejito', 'dosis', 'astrazeneca']",https://twitter.com/kropcomx/status/1410087281923399681,Ya quiero tener fiebre de nuevo y alucinar conejitos ¿Pa cuándo la 2da dosis del #AstraZeneca,29,6,2021,19.3717897,-99.1579191,Benito Juárez,#AstraZeneca
14376,1,0.4222,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['horadeconfesion', 'cuarentona', 'feliz', 'vacunada', 'astrazeneca', 'cuarto', 'milenio']",https://twitter.com/JessicaPaNa/status/1404287670797414402,"#horadeconfesiones 
¡Cuarentona Feliz! 💃🥳🎉 Ya estoy vacunada 🎺🎼🎷 #COVID19 #AstraZeneca #CuartoMilenio https://t.co/uFBWt2OHyK",13,6,2021,19.33197986,-99.19221716,Coyoacán,#AstraZeneca
14379,1,0.2778,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['go', 'rombo', 'do', 'your', 'thing', 'astrazeneca']",https://twitter.com/arqaa/status/1384716925364699142,"@ETorresRivera1 @INEMexico Go trombos, do your thing! 🙏🙏🙏🇲🇽 #AstraZeneca",20,4,2021,19.3500942,-99.1623319,Coyoacán,#AstraZeneca
14380,1,0.2778,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['go', 'rombo', 'do', 'your', 'thing', 'astrazeneca']",https://twitter.com/arqaa/status/1384671906897358855,"@MauricioViramon Go trombos, do your thing! 🙏🙏🙏🇲🇽 #AstraZeneca",20,4,2021,19.3500942,-99.1623319,Coyoacán,#AstraZeneca
14381,1,0.2778,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['go', 'rombo', 'do', 'your', 'thing', 'astrazeneca']",https://twitter.com/arqaa/status/1384671766501412868,"Go trombos, do your thing! 🙏🙏🙏🇲🇽 #AstraZeneca",20,4,2021,19.3500942,-99.1623319,Coyoacán,#AstraZeneca
14383,1,0.8222,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['alemania', 'francia', 'italia', 'suspenden', 'vacuna', 'astrazeneca', 'efecto', 'secundario', 'malo', 'coagulacion', 'sanguineo']",https://twitter.com/KarentorresMx/status/1371524536743686144,"Alemania, Francia e Italia suspenden la vacunación con #AstraZeneca debido a efectos secundarios ( mala coagulación sanguínea) .",15,3,2021,19.3717897,-99.1579191,Benito Juárez,#AstraZeneca
14385,1,0.4526,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['primero', 'dosis', 'vacuna', 'covid', 'astrazeneca', 'refuerzo', 'sputnik', 'fa']",https://twitter.com/alfonsobg/status/1487244278896152576,Primera y segunda dosis de vacuna vs #Covid_19  #Astrazeneca  y el refuerzo me quieren poner #SputnikV ? #fail,28,1,2022,19.4838614,-99.1134723,Gustavo A. Madero,#AstraZeneca
14390,1,0.7037,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['ta', 'potente', 'astrazeneca']",https://twitter.com/elmaugarcia/status/1444128749423824899,Ta potente la #AstraZeneca https://t.co/otzYukWgcY,1,10,2021,19.4838614,-99.1134723,Gustavo A. Madero,#AstraZeneca
14392,1,0.7037,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['ta', 'fuerte', 'astrazeneca']",https://twitter.com/EdsonRH96/status/1426738136542060544,Ta fuerte la #AstraZeneca... https://t.co/u2ehxF5ig8,14,8,2021,19.4837824,-99.1844166,Azcapotzalco,#AstraZeneca
14394,1,0.7037,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['sentir', 'costal', 'box', 'astrazeneca']",https://twitter.com/m_diana_m/status/1418577872868962310,Me siento como si me hubieran usado de costal de box 🤒 #AstraZeneca https://t.co/NFcw87rQlQ,23,7,2021,19.4837824,-99.1844166,Azcapotzalco,#AstraZeneca
14396,1,0.2778,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['mirar', 'reanimado', 'astrazeneca', 'pelo']",https://twitter.com/Jarodker/status/1415821339626283008,Ya se mira más reanimado mi querido @DorkBocanegra la #AstraZeneca le peló el 🥚 https://t.co/C960Ehct8V,15,7,2021,19.4837824,-99.1844166,Azcapotzalco,#AstraZeneca
14398,1,0.545,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['joey', 'cambiar', 'tema', 'agradecido', 'presentar', 'sintoma', 'vacuna', 'astrazeneca', 'manana', 'dolor brazo', 'aplicaron', 'vacuna', 'hora', 'pasar']",https://twitter.com/Madonnitoo_/status/1414095736803835904,"Goey… Cambiando de tema estoy muy agradecido de no haber presentado ningún síntoma después de mi vacuna #AstraZeneca 
Tuve por mañana dolor en el brazo en qué me aplicaron la vacuna pero pocas horas después pasó! 🙏🏽🥳",11,7,2021,19.4837824,-99.1844166,Azcapotzalco,#AstraZeneca
14400,1,0.2778,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['shot', 'guau', 'iwasvaccinated', 'astrazeneca', 'biblioteca', 'vasconcelos']",https://twitter.com/HAdadZM/status/1413874719334576132,#1stshot #guajuuu #iwasvaccinated #astrazeneca en Biblioteca Vasconcelos https://t.co/7K2C9qsKMe,10,7,2021,19.4416128,-99.1518637,Cuauhtémoc,#AstraZeneca
14401,1,0.3876,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['efecto', 'secundario', 'vacuna', 'astrazeneca', 'sentir', 'covid', 'afortunadamente', 'desperte', 'sintoma', 'listo', 'salir', 'rodar', 'manana']",https://twitter.com/elmaugarcia/status/1413527430950752258,"Ayer tuve efectos secundarios por la vacuna #AstraZeneca, por momentos me sentí tan mal como cuando tuve Covid 😅, afortunadamente desperté sin ningún síntoma, listo para salir a rodar mañana 🚴🏻 💨",9,7,2021,19.4838614,-99.1134723,Gustavo A. Madero,#AstraZeneca
14404,1,0.5555,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vacuna', 'vacuna', 'astrazeneca']",https://twitter.com/ExRagazzo35/status/1412806420509171715,Ya me vacunaron contra #COVID19 con la vacuna de #AstraZeneca 🌞 https://t.co/opka5rWaXR,7,7,2021,19.4838614,-99.1134723,Gustavo A. Madero,#AstraZeneca
14405,1,0.4781,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['miercoles', 'vacuna', 'amiga', 'advertir', 'vacuna', 'laboratorio', 'astrazeneca', 'sentir']",https://twitter.com/ExRagazzo35/status/1411844664097923072,"El miércoles me vacunan contra el #COVID19 y una amiga ya me advirtió que con la vacuna del laboratorio #AstraZeneca voy a estar dos días sintiéndome muy mal...
Que dicen ustedes ?",4,7,2021,19.4838614,-99.1134723,Gustavo A. Madero,#AstraZeneca
14406,1,0.2876,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vACUnAcOVID', 'listo', 'astrazeneca', 'pfizer', 'sputnik', 'covid', 'arena', 'ciudad', 'mexico']",https://twitter.com/aralmanza72/status/1408107781773737985,#vᴀᴄᴜɴᴀcᴏᴠɪᴅ19 listo! #astrazeneca #pfizer #sputnik #covid19 en Arena Ciudad De Mexico DF https://t.co/PP0V9BkzJE,24,6,2021,19.4838614,-99.1134723,Gustavo A. Madero,#AstraZeneca
14407,1,0.7778,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['astrazeneca', 'sentir', 'horrible']",https://twitter.com/tishaocadiz/status/1520143457305698307,La #AstraZeneca se siente horrible,29,4,2022,19.4075059,-99.1917103,Miguel Hidalgo,#AstraZeneca
14410,1,0.463,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['rock', 'astrazeneca', 'primero', 'dosis', 'sentir', 'mexico', 'city', 'mexico']",https://twitter.com/RoOcKoMiranda/status/1508842793040502793,"😎 RockO 😎

#AstraZeneca
#PrimeraDosis
#SientoElPoder en Mexico City, Mexico https://t.co/8FdjC8bqUq",29,3,2022,19.4416128,-99.1518637,Cuauhtémoc,#AstraZeneca
14412,1,0.8518,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['actualizacion', 'sentir', 'patada', 'sentir', 'fuerte', 'astrazeneca', 'sputnik']",https://twitter.com/ivan_meji/status/1496344371066716161,"Actualización: me siento de la patada.
Sentí mucho más fuerte la #AstraZeneca que la #SputnikV",22,2,2022,19.4075059,-99.1917103,Miguel Hidalgo,#AstraZeneca
14413,1,0.7037,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['pegar', 'astrazeneca']",https://twitter.com/ivan_meji/status/1496181128465727496,A ver qué tal pega la #AstraZeneca https://t.co/5Dm0DC31Dc,22,2,2022,19.423484,-99.196245,Miguel Hidalgo,#AstraZeneca
14414,1,0.6222,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['meno', 'quedar', 'esperar', 'efecto', 'astrazeneca']",https://twitter.com/daniella_spicis/status/1495115530621042689,Meno ahora solo queda esperar el efecto de #AstraZeneca,19,2,2022,19.4075059,-99.1917103,Miguel Hidalgo,#AstraZeneca
14421,1,0.3016,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['listo', 'refuerzo', 'vacuna', 'astrazeneca', 'campo', 'marte', 'gracias', 'amigo', 'lograr']",https://twitter.com/DidiAjolie/status/1494343449021239298,"Listo el refuerzo de la vacuna #AstraZeneca en campo marte, gracias amiwiiii @4lezka ¡se logró!💞",17,2,2022,19.4075059,-99.1917103,Miguel Hidalgo,#AstraZeneca
14423,1,0.7778,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['gracias', 'dios', 'estrago', 'vacuna', 'dolor brazo', 'astrazeneca', 'sputnik']",https://twitter.com/Vivalyk/status/1490041388997742599,Pues gracias a Dios no nos hizo muchos estragos la vacuna 🦠 #COVID19 solo un poco de dolor en el brazo. 😅 #AstraZeneca  #Sputnik 🙏🏻👌🏻,5,2,2022,19.4075059,-99.1917103,Miguel Hidalgo,#AstraZeneca
14428,1,0.5278,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vaccinated', 'friends', 'eradosis', 'booster', 'vaccinatie', 'astrazeneca']",https://twitter.com/Lears17/status/1481745451045072899,"Vaccinated Friends

#3eradosis #BoosterVaccinatie #AstraZeneca https://t.co/xobPWpVjDR",13,1,2022,19.4416128,-99.1518637,Cuauhtémoc,#AstraZeneca
14434,1,0.3805,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['dosis', 'astrazeneca', 'asesina', 'primero', 'noche', 'gente', 'bonito']",https://twitter.com/lafernastark/status/1448153224616284161,"La #SegundaDosis de #AstraZeneca no es tan asesina como la primera. 
Buenas noches mi gente bonita. 💖",13,10,2021,19.4075059,-99.1917103,Miguel Hidalgo,#AstraZeneca
14435,1,0.2778,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vacuna', 'segundadosis', 'astrazeneca', 'inyectar']",https://twitter.com/dracoten/status/1447920153337937931,"Vacunado 
#segundadosis #AstraZeneca 
Ahora ni vi al momento que me  inyectaron  :v https://t.co/5jA7bKDl3v",12,10,2021,19.4416128,-99.1518637,Cuauhtémoc,#AstraZeneca
14437,1,0.6619,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['pegar', 'gana', 'astrazeneca', 'hora', 'aplicacion', 'empezar', 'sentir', 'dev']",https://twitter.com/elmaugarcia/status/1443790760873283584,"A mi si me pega con ganas la #AstraZeneca, a 10 horas de la aplicación me estoy empezando a sentir dlv.",30,9,2021,19.4075059,-99.1917103,Miguel Hidalgo,#AstraZeneca
14438,1,0.4222,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['chip', 'viaje', 'astrazeneca', 'rato']",https://twitter.com/_AndyMercado/status/1443675120443301889,Ya tenemos segundo chip! A ver qué tal me va con el viaje de #AstraZeneca al rato.,30,9,2021,19.4416128,-99.1518637,Cuauhtémoc,#AstraZeneca
14439,1,0.7037,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vacuna', 'reto', 'desbloqueado', 'vacuna', 'astrazeneca']",https://twitter.com/alexalihp/status/1443610792557887495,"Segunda vacuna, reto desbloqueado. #VacunaCOVID19 #AstraZeneca",30,9,2021,19.4416128,-99.1518637,Cuauhtémoc,#AstraZeneca
14441,1,0.4555,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['dosis', 'astrazeneca', 'hora', 'novedad']",https://twitter.com/Sputniklagata/status/1443229650042425350,Cómo van con la segunda dosis de #AstraZeneca 18hrs aprox. Y sin novedad 😎,29,9,2021,19.4416128,-99.1518637,Cuauhtémoc,#AstraZeneca
14453,1,0.5555,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['sobreviviendo', 'vacuna', 'astrazeneca']",https://twitter.com/KirvinkMatla/status/1426169344099295241,Sobreviviendo a la #VacunaCOVID19 #AstraZeneca https://t.co/kgDTGVw0ug,13,8,2021,19.4416128,-99.1518637,Cuauhtémoc,#AstraZeneca
14454,1,0.9012,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['definitivamente', 'pasar', 'astrazeneca', 'potente', 'amigo', 'dormir', 'efecto', 'secundario', 'bello', 'productivo']",https://twitter.com/andie_nr/status/1425754296281411586,"Definitivamente, ""¿qué pasó ayer?""😓🤕🥵🤒
#AstraZeneca está potente amig@s 😵😷💉
¿Cuántos más no pudieron dormir x los efectos secundarios 🥶😅🤭?
Que tengan un bello y productivo día 🙌🏼🎶",12,8,2021,19.4416128,-99.1518637,Cuauhtémoc,#AstraZeneca
14456,1,0.4375,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['preocupar', 'absoluto', 'efecto', 'astrazeneca', 'muerto', 'gustar', 'sentir', 'morir', 'esperar', 'quedar']",https://twitter.com/Shaa_fm/status/1425500921027497992,"No me preocupan en absoluto lo efectos de la #AstraZeneca  porque yo ya estoy muerta (AySí) pero como dice @pamelaamorenoo:
Me gusta sentir como que me voy a morir 😬 (ESPERO NO QUEDAR 🤡 y si, sí NIMODO) https://t.co/LDpOnhw2iJ",11,8,2021,19.4416128,-99.1518637,Cuauhtémoc,#AstraZeneca
14459,1,0.4794,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['sentir', 'viaje', 'astrazeneca']",https://twitter.com/H_Romero10/status/1421856189042749440,"Más o menos así se sintió ""el viaje"" con la #AstraZeneca https://t.co/a4g9NU9YUn",1,8,2021,19.4075059,-99.1917103,Miguel Hidalgo,#AstraZeneca
14460,1,0.5278,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['sputnik', 'cambiar', 'astrazeneca', 'esosbastardosmemintieron', 'xd', 'mexico', 'city', 'mexico']",https://twitter.com/JEANALEJANDROT/status/1421668870499278854,"Que siempre no fue la #sputnikv y me la cambiaron por la de #astrazeneca
#esosbastardosmemintieron XD @ Mexico City, Mexico https://t.co/cl4b9hDZbo",31,7,2021,19.4416128,-99.1518637,Cuauhtémoc,#AstraZeneca
14463,1,0.3704,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['duelen', 'una', 'jajaja', 'aguantar', 'astrazeneca']",https://twitter.com/lafernastark/status/1421295743453761542,Me duelen las uñas jjjajaja pero todavía aguanto #AstraZeneca,30,7,2021,19.4075059,-99.1917103,Miguel Hidalgo,#AstraZeneca
14466,1,0.6222,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vengo', 'tratar', 'concierto', 'astrazeneca']",https://twitter.com/saul_brindiz/status/1416072434759966725,De las pocas veces que vengo por acá sin que se trate de algún concierto #AstraZeneca https://t.co/g8uph0WD3n,16,7,2021,19.40414063,-99.09989178,Iztacalco,#AstraZeneca
14469,1,0.8222,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['hora', 'vacuna', 'astrazeneca', 'efecto', 'secundario']",https://twitter.com/Jakousi_/status/1414254314030346243,"Pues han pasado 20 horas desde la vacuna de #AstraZeneca y no he sentido efectos secundarios.
🤔🤔🤔",11,7,2021,19.4416128,-99.1518637,Cuauhtémoc,#AstraZeneca
14471,1,0.5555,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['astrazeneca', 'duelen', 'bolsillo']",https://twitter.com/RedFis007/status/1414023313085636613,"Después de la #AstraZeneca … me duelen los bolsillos
https://t.co/EwcD7Ymtre",10,7,2021,19.4416128,-99.1518637,Cuauhtémoc,#AstraZeneca
14472,1,0.4088,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['triste', 'vida', 'duro', 'acepto', 'humildemente', 'tocar', 'pfizer', 'selecto', 'jovial', 'suertudo', 'grupo', 'astrazeneca', 'envidia']",https://twitter.com/Geendanirol/status/1414007881612079111,"Que triste, pero así es la vida de dura para algunos; lo acepto, ahi humildemente me toco Pfizer y no del SELECTO, JOVIAL... Y SUERTUDO GRUPO D' #AstraZeneca 😅
¡Que envidia¡🤣😂",10,7,2021,19.4075059,-99.1917103,Miguel Hidalgo,#AstraZeneca
14474,1,0.4222,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['feliz', 'vacuna', 'cantar', 'rola', 'pusieran', 'shakiro', 'astrazeneca', 'lose', 'postracion', 'shakiro']",https://twitter.com/omar_mess/status/1413586149248049159,Feliz de haberme vacunado ayer quería cantar esta rola pero no me pusieran a shakira!   #AstraZeneca #losde30 #postracion #Shakira https://t.co/r3cvF2akxs,9,7,2021,19.4416128,-99.1518637,Cuauhtémoc,#AstraZeneca
14475,1,0.4851,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['definitivamente', 'estatus', 'mediodia', 'vacuna', 'sentir', 'pequeno', 'dolor cabeza', 'estornudo', 'dolor', 'reanude', 'actividad', 'oficina', 'astrazeneca', 'vacuna']",https://twitter.com/mimigutierrezgg/status/1413506330397003788,"Definitivamente yo! 😤🤯

Mi estatus: 9:30 am, hace 2 días me vacunaron, hoy ya me siento mucho mejor, solo que hay un pequeño dolor en la cabeza que si estornudo me duele.  Hoy por fin reanude mis actividades en la oficina. #AstraZeneca #VacunaCOVID19 #COVID19 https://t.co/Q4XR2kvKQE",9,7,2021,19.3962535,-99.0965875,Iztacalco,#AstraZeneca
14477,1,0.6835,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['mediodia', 'dolor cabeza', 'poquito', 'fiebre', 'vacuna', 'astrazeneca']",https://twitter.com/mimigutierrezgg/status/1413305212132106241,"Yo por la tarde 😶

2:17  pm dolor de cabeza y un poquito de fiebre #VacunaCOVID19 #AstraZeneca #COVID19 https://t.co/Ryc3nRopxz",8,7,2021,19.4416128,-99.1518637,Cuauhtémoc,#AstraZeneca
14478,1,0.5278,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['mediodia', 'dolor cabeza', 'fatiga', 'vacuna', 'astrazeneca']",https://twitter.com/mimigutierrezgg/status/1413305004832739330,"8:11 pm dolor de cabeza y mucha fatiga 😶😭

#VacunaCOVID19 #AstraZeneca",8,7,2021,19.4416128,-99.1518637,Cuauhtémoc,#AstraZeneca
14479,1,0.6106,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['post', 'vacuna', 'astrazeneca', 'paracetamol', 'time', 'quedar', 'dolor cabeza', 'importar', 'normalidad', 'vacuna', 'please', 'vacuna']",https://twitter.com/mayalex08/status/1413174512368115723,"Segundo día post #VacunaCOVID19 #astrazeneca paracetamol time, ya solo queda el dolor de cabeza, pero no importa! Si queremos medio ""normalidad"" #vacunate please! Todos a vacunarse!!!",8,7,2021,19.4075059,-99.1917103,Miguel Hidalgo,#AstraZeneca
14481,1,0.6721,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['levantar', 'mano', 'sentir', 'morir', 'vacuna', 'astrazeneca']",https://twitter.com/soydanbowers/status/1412784819084267521,Levante la mano si usted también siente que se muere despues de la Vacuna #AstraZeneca 🙋🏻‍♂️,7,7,2021,19.4416128,-99.1518637,Cuauhtémoc,#AstraZeneca
14486,1,0.4445,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['conocido', 'vacuna', 'astrazeneca', 'efecto', 'secundario', 'normal', 'tipo', 'vacuna']",https://twitter.com/jesus_arriaga/status/1366621114328301571,@elmundoes A 5 de 5 conocidos que tomaron la vacuna #AstraZeneca les@dieron efectos secundarios. Los cuales sin normales en cualquier tipo de vacunas.,1,3,2021,19.4416128,-99.1518637,Cuauhtémoc,#AstraZeneca
14489,1,0.5185,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['chip', 'inhibidor', 'implantado', 'subes', 'selfie', 'funcionar', 'vacuna', 'pandemia', 'bastardo', 'mintieron', 'god', 'savethe', 'queen', 'astrazeneca']",https://twitter.com/Pedr0oPabl0/status/1421683455729995777,"👍🏼 MI CHIP INHIBIDOR YA FUE IMPLANTADO.
💉💪🏼 🇬🇧
(Dicen que si no subes selfie no funciona la vacuna)
No estaba #Pandemio 🐼 💔, esos bastardos nos mintieron. 🤬
#GodSavetheQueen #AstraZeneca https://t.co/qbnkTGkrnr",31,7,2021,19.308073,-99.090889,Iztapalapa,#AstraZeneca
14493,1,0.3016,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vacuna', 'mama', 'sentir', 'principio', 'pesadilla', 'vacuna', 'adulto', 'vacuna', 'astrazeneca']",https://twitter.com/KatyaRobles/status/1362094525548650502,"Hoy vacunaron a mi mamá,  y si se siente que es el principio del fin de esta pesadilla.... #VacunaAdultosMayores #VacunaCOVID19 #AstraZeneca",17,2,2021,19.3830336,-99.268011,Cuajimalpa de Morelos,#AstraZeneca
14495,1,0.4564,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['dosis', 'astrazeneca', 'vacunacioncovid', 'invicta']",https://twitter.com/novalick/status/1442911475291488258,Y aquí para la segunda dosis de #AstraZeneca #vacunacioncovid19  #invicta ✌️ https://t.co/hrg4V3PypU,28,9,2021,19.44684405,-99.15086098,Cuauhtémoc,#AstraZeneca
14496,1,0.3643,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['quedo', 'mami', 'internada', 'comentar', 'doctora', 'efecto', 'secundario', 'vacuna', 'astrazeneca', 'esperar', 'resultado']",https://twitter.com/ricardoshab/status/1394366852684521474,Ya se quedo mami internada 🙁 comentan la Dra. que hasta puede ser un efecto secundario de la vacuna de #AstraZeneca esperemos los resultados. https://t.co/vCHvV4J3LF,17,5,2021,19.40762655,-99.16921001,Cuauhtémoc,#AstraZeneca
